Gene stable ID	NCBI gene (formerly Entrezgene) ID
ENSG00000229745	NA
ENSG00000272127	NA
ENSG00000146477	6581
ENSG00000257890	NA
ENSG00000167323	6786
ENSG00000169953	159119
ENSG00000169953	86614
ENSG00000269808	NA
ENSG00000168065	55867
ENSG00000239008	NA
ENSG00000269696	NA
ENSG00000272905	NA
ENSG00000212623	NA
ENSG00000225454	389376
ENSG00000073905	7416
ENSG00000125872	164312
ENSG00000122376	54537
ENSG00000268847	NA
ENSG00000187957	92737
ENSG00000212546	NA
ENSG00000205763	441212
ENSG00000264374	NA
ENSG00000118162	11133
ENSG00000237710	3115
ENSG00000231875	NA
ENSG00000237112	2550
ENSG00000268036	NA
ENSG00000224523	NA
ENSG00000259060	122651
ENSG00000242259	128977
ENSG00000254982	NA
ENSG00000268352	NA
ENSG00000268568	NA
ENSG00000111231	51184
ENSG00000124151	8202
ENSG00000105063	22870
ENSG00000265695	100616387
ENSG00000237740	NA
ENSG00000266241	100616408
ENSG00000269793	101929059
ENSG00000104755	2515
ENSG00000266566	NA
ENSG00000271779	NA
ENSG00000151655	3698
ENSG00000232251	135656
ENSG00000180176	7054
ENSG00000236417	NA
ENSG00000203883	54345
ENSG00000270714	NA
ENSG00000166035	3990
ENSG00000171885	361
ENSG00000207971	406911
ENSG00000121067	8405
ENSG00000153347	153643
ENSG00000103227	64788
ENSG00000198975	406882
ENSG00000198671	NA
ENSG00000155903	5922
ENSG00000215769	102464831
ENSG00000215769	146880
ENSG00000127362	50831
ENSG00000207994	406892
ENSG00000207099	NA
ENSG00000265070	NA
ENSG00000227968	NA
ENSG00000255700	NA
ENSG00000268067	NA
ENSG00000180066	170393
ENSG00000175600	79783
ENSG00000241200	NA
ENSG00000173464	122651
ENSG00000200860	NA
ENSG00000230941	NA
ENSG00000255090	NA
ENSG00000124564	10786
ENSG00000268407	NA
ENSG00000258561	NA
ENSG00000101311	55612
ENSG00000234273	NA
ENSG00000257438	NA
ENSG00000229477	NA
ENSG00000173933	100526737
ENSG00000173933	5936
ENSG00000268654	100073347
ENSG00000230192	NA
ENSG00000158092	4690
ENSG00000163617	57577
ENSG00000127364	50832
ENSG00000269786	NA
ENSG00000137601	4750
ENSG00000164327	253260
ENSG00000182040	124590
ENSG00000266820	NA
ENSG00000224710	NA
ENSG00000180660	4081
ENSG00000255479	101928813
ENSG00000268483	NA
ENSG00000172548	348938
ENSG00000255363	NA
ENSG00000127366	54429
ENSG00000243955	2938
ENSG00000254810	NA
ENSG00000255015	NA
ENSG00000228055	NA
ENSG00000182890	2747
ENSG00000236304	NA
ENSG00000255219	NA
ENSG00000252683	NA
ENSG00000270293	NA
ENSG00000252776	NA
ENSG00000185608	64976
ENSG00000231569	NA
ENSG00000254975	NA
ENSG00000253035	NA
ENSG00000270790	NA
ENSG00000223265	NA
ENSG00000257611	NA
ENSG00000222192	NA
ENSG00000268379	NA
ENSG00000223761	NA
ENSG00000254572	NA
ENSG00000239893	NA
ENSG00000225913	NA
ENSG00000273448	NA
ENSG00000268713	NA
ENSG00000196566	NA
ENSG00000254935	NA
ENSG00000233446	NA
ENSG00000235475	101929736
ENSG00000196553	440184
ENSG00000267871	NA
ENSG00000239079	NA
ENSG00000265600	NA
ENSG00000199709	NA
ENSG00000268205	NA
ENSG00000068001	8692
ENSG00000197321	6840
ENSG00000258355	NA
ENSG00000226392	NA
ENSG00000254944	NA
ENSG00000260745	NA
ENSG00000238609	NA
ENSG00000242429	NA
ENSG00000047579	84062
ENSG00000237466	NA
ENSG00000257711	100505978
ENSG00000268723	NA
ENSG00000206826	NA
ENSG00000213184	341056
ENSG00000233423	NA
ENSG00000260227	NA
ENSG00000235259	89870
ENSG00000228041	NA
ENSG00000268678	NA
ENSG00000136634	3586
ENSG00000223948	NA
ENSG00000108946	5573
ENSG00000008086	6792
ENSG00000243669	NA
ENSG00000268545	NA
ENSG00000260923	NA
ENSG00000233813	28973
ENSG00000225209	NA
ENSG00000146535	2768
ENSG00000261506	NA
ENSG00000268266	NA
ENSG00000213653	NA
ENSG00000266942	NA
ENSG00000244641	NA
ENSG00000227204	NA
ENSG00000267613	NA
ENSG00000268392	NA
ENSG00000236531	NA
ENSG00000260407	NA
ENSG00000267562	NA
ENSG00000099783	4670
ENSG00000232975	NA
ENSG00000178053	4291
ENSG00000233541	NA
ENSG00000269097	NA
ENSG00000198408	10724
ENSG00000259829	NA
ENSG00000264453	NA
ENSG00000267542	NA
ENSG00000200879	85391
ENSG00000115216	29959
ENSG00000268361	NA
ENSG00000226829	NA
ENSG00000269304	NA
ENSG00000207118	85390
ENSG00000260885	NA
ENSG00000267668	NA
ENSG00000202252	85389
ENSG00000267319	NA
ENSG00000237754	NA
ENSG00000255342	NA
ENSG00000267152	NA
ENSG00000259825	NA
ENSG00000223535	NA
ENSG00000225959	NA
ENSG00000267380	NA
ENSG00000254710	NA
ENSG00000259549	NA
ENSG00000261626	NA
ENSG00000267422	NA
ENSG00000133083	9201
ENSG00000228429	NA
ENSG00000137145	55667
ENSG00000237184	NA
ENSG00000200496	NA
ENSG00000224858	NA
ENSG00000102119	2010
ENSG00000261785	NA
ENSG00000254823	NA
ENSG00000267671	284100
ENSG00000068383	3632
ENSG00000222428	NA
ENSG00000234465	390940
ENSG00000267640	644554
ENSG00000233689	NA
ENSG00000261287	NA
ENSG00000171703	6919
ENSG00000206645	NA
ENSG00000149792	740
ENSG00000200189	NA
ENSG00000175029	1488
ENSG00000198670	4018
ENSG00000254407	NA
ENSG00000225558	NA
ENSG00000236839	NA
ENSG00000260080	NA
ENSG00000265655	NA
ENSG00000225718	NA
ENSG00000257918	NA
ENSG00000181652	285973
ENSG00000261237	NA
ENSG00000265357	100616319
ENSG00000258436	493901
ENSG00000255414	NA
ENSG00000261031	NA
ENSG00000258604	NA
ENSG00000225868	100631378
ENSG00000230654	NA
ENSG00000254449	NA
ENSG00000198826	9824
ENSG00000261700	NA
ENSG00000229031	NA
ENSG00000181803	341799
ENSG00000258714	NA
ENSG00000254467	NA
ENSG00000125675	2892
ENSG00000112695	1347
ENSG00000183034	92736
ENSG00000178107	NA
ENSG00000225996	NA
ENSG00000202183	NA
ENSG00000266814	NA
ENSG00000260437	NA
ENSG00000023892	50619
ENSG00000200197	NA
ENSG00000236365	NA
ENSG00000252423	NA
ENSG00000254613	NA
ENSG00000258722	NA
ENSG00000200857	NA
ENSG00000266210	NA
ENSG00000260546	NA
ENSG00000090006	8425
ENSG00000229481	NA
ENSG00000254430	NA
ENSG00000232735	NA
ENSG00000165076	136242
ENSG00000234215	100507468
ENSG00000256922	NA
ENSG00000268051	NA
ENSG00000261412	NA
ENSG00000142224	29949
ENSG00000258818	6038
ENSG00000226461	NA
ENSG00000272066	NA
ENSG00000255757	NA
ENSG00000221258	NA
ENSG00000236978	NA
ENSG00000200102	NA
ENSG00000150750	341032
ENSG00000268764	NA
ENSG00000272294	NA
ENSG00000203804	NA
ENSG00000259913	NA
ENSG00000259102	NA
ENSG00000256597	NA
ENSG00000103994	64397
ENSG00000269653	NA
ENSG00000265878	100500920
ENSG00000265878	100500836
ENSG00000157119	131377
ENSG00000260843	NA
ENSG00000196511	27010
ENSG00000268499	NA
ENSG00000258906	NA
ENSG00000266688	NA
ENSG00000070010	7353
ENSG00000199940	NA
ENSG00000137845	102
ENSG00000266428	NA
ENSG00000256193	100862680
ENSG00000201014	NA
ENSG00000257119	NA
ENSG00000200209	NA
ENSG00000237122	NA
ENSG00000260116	NA
ENSG00000235581	NA
ENSG00000258441	283624
ENSG00000268913	NA
ENSG00000240631	NA
ENSG00000269867	NA
ENSG00000238838	NA
ENSG00000228769	NA
ENSG00000260329	90488
ENSG00000260732	NA
ENSG00000266963	NA
ENSG00000236870	NA
ENSG00000266772	NA
ENSG00000257548	NA
ENSG00000132773	114034
ENSG00000270804	NA
ENSG00000215102	NA
ENSG00000264494	100616331
ENSG00000264494	100616310
ENSG00000234192	NA
ENSG00000105676	93436
ENSG00000167378	126298
ENSG00000267090	NA
ENSG00000260429	NA
ENSG00000257444	NA
ENSG00000270694	NA
ENSG00000267473	399473
ENSG00000226784	441531
ENSG00000196167	399948
ENSG00000270555	NA
ENSG00000260216	NA
ENSG00000269445	NA
ENSG00000095777	53904
ENSG00000237962	NA
ENSG00000223820	142913
ENSG00000266569	NA
ENSG00000243234	NA
ENSG00000229749	NA
ENSG00000268055	NA
ENSG00000132388	7326
ENSG00000260106	NA
ENSG00000102104	6247
ENSG00000267291	NA
ENSG00000265853	NA
ENSG00000059804	6515
ENSG00000225648	155370
ENSG00000235974	NA
ENSG00000261463	NA
ENSG00000243782	NA
ENSG00000268660	NA
ENSG00000133816	9645
ENSG00000167566	57701
ENSG00000224745	NA
ENSG00000267375	NA
ENSG00000184923	728118
ENSG00000270837	NA
ENSG00000128438	NA
ENSG00000261022	NA
ENSG00000267892	NA
ENSG00000213613	NA
ENSG00000243642	NA
ENSG00000214290	120376
ENSG00000268293	NA
ENSG00000261484	NA
ENSG00000143384	4170
ENSG00000162891	50604
ENSG00000196220	9901
ENSG00000260074	NA
ENSG00000261571	NA
ENSG00000269236	NA
ENSG00000266135	NA
ENSG00000162571	254173
ENSG00000197467	1305
ENSG00000179994	441251
ENSG00000198286	84433
ENSG00000228881	7726
ENSG00000261563	NA
ENSG00000124444	79177
ENSG00000250814	NA
ENSG00000260890	NA
ENSG00000204710	387778
ENSG00000230709	284191
ENSG00000085832	2060
ENSG00000171931	100996906
ENSG00000171931	10517
ENSG00000260143	NA
ENSG00000230969	NA
ENSG00000122194	5340
ENSG00000180113	221400
ENSG00000166928	84689
ENSG00000200897	NA
ENSG00000260328	NA
ENSG00000222302	NA
ENSG00000261601	NA
ENSG00000205403	3426
ENSG00000261361	6835
ENSG00000225442	NA
ENSG00000197891	116085
ENSG00000224184	100506457
ENSG00000125457	57409
ENSG00000260705	NA
ENSG00000263624	NA
ENSG00000269047	NA
ENSG00000110777	101928620
ENSG00000110777	5450
ENSG00000182938	347741
ENSG00000206859	NA
ENSG00000260904	NA
ENSG00000243370	NA
ENSG00000153827	9320
ENSG00000169032	5604
ENSG00000266498	NA
ENSG00000165389	171546
ENSG00000005513	30812
ENSG00000259824	NA
ENSG00000226359	NA
ENSG00000175854	375757
ENSG00000163536	5274
ENSG00000178307	8834
ENSG00000115616	6549
ENSG00000213013	NA
ENSG00000162892	11009
ENSG00000268866	NA
ENSG00000200891	NA
ENSG00000227905	NA
ENSG00000236104	9278
ENSG00000201548	NA
ENSG00000268516	NA
ENSG00000238363	654322
ENSG00000237205	NA
ENSG00000271408	NA
ENSG00000213182	NA
ENSG00000226358	NA
ENSG00000254614	NA
ENSG00000186268	NA
ENSG00000129518	55837
ENSG00000257579	NA
ENSG00000213181	NA
ENSG00000196403	NA
ENSG00000102144	5230
ENSG00000225809	NA
ENSG00000268201	NA
ENSG00000239426	NA
ENSG00000265109	NA
ENSG00000144320	80856
ENSG00000162009	6755
ENSG00000109118	57649
ENSG00000250882	NA
ENSG00000215030	NA
ENSG00000255425	NA
ENSG00000224573	NA
ENSG00000227158	NA
ENSG00000104760	2267
ENSG00000252821	NA
ENSG00000142396	7554
ENSG00000229054	NA
ENSG00000241429	NA
ENSG00000222160	NA
ENSG00000113552	10007
ENSG00000100749	7443
ENSG00000181214	NA
ENSG00000240441	NA
ENSG00000241420	NA
ENSG00000100330	8897
ENSG00000249807	NA
ENSG00000111725	5564
ENSG00000252706	NA
ENSG00000250280	NA
ENSG00000258136	101929162
ENSG00000184471	390664
ENSG00000228015	NA
ENSG00000242244	NA
ENSG00000254845	NA
ENSG00000222741	NA
ENSG00000215208	NA
ENSG00000086717	5475
ENSG00000251187	NA
ENSG00000244578	NA
ENSG00000255116	NA
ENSG00000254976	NA
ENSG00000255225	NA
ENSG00000154080	83539
ENSG00000260515	NA
ENSG00000151553	57700
ENSG00000250748	100507065
ENSG00000255030	NA
ENSG00000251137	NA
ENSG00000227737	NA
ENSG00000232416	60467
ENSG00000229254	NA
ENSG00000268211	NA
ENSG00000271998	NA
ENSG00000272656	NA
ENSG00000251076	101927023
ENSG00000196193	NA
ENSG00000252245	NA
ENSG00000257292	NA
ENSG00000078081	27074
ENSG00000258360	NA
ENSG00000248932	100507291
ENSG00000117305	3155
ENSG00000244607	152206
ENSG00000272417	NA
ENSG00000207296	NA
ENSG00000253016	NA
ENSG00000268756	NA
ENSG00000248968	NA
ENSG00000265298	NA
ENSG00000266333	NA
ENSG00000167112	26995
ENSG00000269688	NA
ENSG00000256878	NA
ENSG00000221515	NA
ENSG00000269050	NA
ENSG00000260887	283854
ENSG00000248350	NA
ENSG00000003400	843
ENSG00000257645	NA
ENSG00000272843	NA
ENSG00000269486	NA
ENSG00000238503	NA
ENSG00000267992	NA
ENSG00000248790	NA
ENSG00000249231	643714
ENSG00000271980	NA
ENSG00000112293	2822
ENSG00000178631	NA
ENSG00000251709	NA
ENSG00000260830	NA
ENSG00000269172	NA
ENSG00000189129	219348
ENSG00000120669	100526761
ENSG00000120669	54937
ENSG00000248430	NA
ENSG00000199436	692053
ENSG00000257335	8972
ENSG00000268510	NA
ENSG00000264089	100500884
ENSG00000200785	319103
ENSG00000106133	260294
ENSG00000106133	155400
ENSG00000111554	56890
ENSG00000207183	NA
ENSG00000241035	NA
ENSG00000260481	NA
ENSG00000070759	10420
ENSG00000213926	NA
ENSG00000260963	NA
ENSG00000258870	NA
ENSG00000248643	100526737
ENSG00000128923	54629
ENSG00000272311	NA
ENSG00000174446	10302
ENSG00000263621	NA
ENSG00000260915	NA
ENSG00000271715	NA
ENSG00000268262	NA
ENSG00000214274	283
ENSG00000257096	NA
ENSG00000167325	6240
ENSG00000251014	NA
ENSG00000256737	NA
ENSG00000269246	NA
ENSG00000261414	NA
ENSG00000079557	173
ENSG00000256971	NA
ENSG00000110944	51561
ENSG00000256081	NA
ENSG00000241983	NA
ENSG00000223360	NA
ENSG00000182670	286495
ENSG00000182670	7267
ENSG00000256643	NA
ENSG00000266670	NA
ENSG00000266559	100616163
ENSG00000260028	NA
ENSG00000260393	NA
ENSG00000234197	NA
ENSG00000269410	NA
ENSG00000112561	7942
ENSG00000169202	NA
ENSG00000242393	NA
ENSG00000261261	NA
ENSG00000261112	NA
ENSG00000269792	NA
ENSG00000252341	NA
ENSG00000271368	NA
ENSG00000230865	NA
ENSG00000234548	NA
ENSG00000269584	NA
ENSG00000237064	442720
ENSG00000256385	NA
ENSG00000260204	NA
ENSG00000252671	NA
ENSG00000115232	3676
ENSG00000256551	100996679
ENSG00000232199	NA
ENSG00000234337	NA
ENSG00000250358	NA
ENSG00000261117	NA
ENSG00000269588	NA
ENSG00000255664	NA
ENSG00000147403	26778
ENSG00000147403	6134
ENSG00000226965	NA
ENSG00000260424	NA
ENSG00000259171	6038
ENSG00000133265	23640
ENSG00000170558	1000
ENSG00000180636	NA
ENSG00000269188	NA
ENSG00000228540	NA
ENSG00000260050	NA
ENSG00000260326	NA
ENSG00000181035	284439
ENSG00000259802	NA
ENSG00000100714	4522
ENSG00000221279	NA
ENSG00000228257	NA
ENSG00000173914	83759
ENSG00000238922	NA
ENSG00000260076	NA
ENSG00000243621	NA
ENSG00000181562	10876
ENSG00000260258	NA
ENSG00000256350	NA
ENSG00000256659	101927694
ENSG00000226614	7922
ENSG00000227948	NA
ENSG00000260767	NA
ENSG00000014216	823
ENSG00000248358	NA
ENSG00000260939	NA
ENSG00000227989	NA
ENSG00000225572	100506413
ENSG00000240954	NA
ENSG00000264370	100422986
ENSG00000261913	100463482
ENSG00000250045	NA
ENSG00000265061	100616298
ENSG00000261550	NA
ENSG00000149932	124446
ENSG00000260486	NA
ENSG00000212370	NA
ENSG00000199594	NA
ENSG00000261291	NA
ENSG00000184991	83868
ENSG00000254778	NA
ENSG00000222346	NA
ENSG00000212582	NA
ENSG00000234358	NA
ENSG00000157827	114793
ENSG00000181552	64184
ENSG00000265635	100500817
ENSG00000261110	NA
ENSG00000225649	100506474
ENSG00000255093	NA
ENSG00000202406	NA
ENSG00000271123	NA
ENSG00000249947	NA
ENSG00000205021	414062
ENSG00000205021	6349
ENSG00000125845	650
ENSG00000226851	NA
ENSG00000238895	NA
ENSG00000257025	NA
ENSG00000162894	9214
ENSG00000226042	NA
ENSG00000226479	79134
ENSG00000230999	NA
ENSG00000204209	1616
ENSG00000270067	NA
ENSG00000228075	284257
ENSG00000232922	NA
ENSG00000138380	79800
ENSG00000105404	10567
ENSG00000151276	9223
ENSG00000169413	6039
ENSG00000236232	NA
ENSG00000137707	54766
ENSG00000180019	NA
ENSG00000256630	NA
ENSG00000182158	64764
ENSG00000170581	6773
ENSG00000230308	202658
ENSG00000230308	56658
ENSG00000272389	NA
ENSG00000237023	NA
ENSG00000177511	51046
ENSG00000250600	100505845
ENSG00000266499	NA
ENSG00000224406	253573
ENSG00000246016	NA
ENSG00000186666	144233
ENSG00000129538	6035
ENSG00000167113	51117
ENSG00000244361	NA
ENSG00000235017	717
ENSG00000221749	NA
ENSG00000177694	254827
ENSG00000255838	NA
ENSG00000144118	5899
ENSG00000232633	NA
ENSG00000249166	NA
ENSG00000249396	101929412
ENSG00000165637	7417
ENSG00000256581	NA
ENSG00000169435	166824
ENSG00000250709	100526761
ENSG00000179163	2517
ENSG00000201283	NA
ENSG00000261056	NA
ENSG00000270399	NA
ENSG00000196557	8912
ENSG00000207212	NA
ENSG00000229370	NA
ENSG00000134077	25917
ENSG00000266103	NA
ENSG00000251741	NA
ENSG00000238645	NA
ENSG00000196793	8187
ENSG00000202193	NA
ENSG00000064545	54929
ENSG00000229416	NA
ENSG00000255048	NA
ENSG00000119547	9480
ENSG00000259962	NA
ENSG00000260833	101929494
ENSG00000251628	101927041
ENSG00000174353	442582
ENSG00000171700	10287
ENSG00000230448	100499171
ENSG00000129515	58533
ENSG00000255510	NA
ENSG00000222706	NA
ENSG00000069188	54549
ENSG00000229386	NA
ENSG00000137154	6194
ENSG00000249196	283352
ENSG00000260078	NA
ENSG00000254646	NA
ENSG00000255315	NA
ENSG00000246316	NA
ENSG00000254937	NA
ENSG00000135472	23017
ENSG00000214179	NA
ENSG00000261804	NA
ENSG00000255341	NA
ENSG00000230029	NA
ENSG00000262714	NA
ENSG00000206489	5514
ENSG00000226859	NA
ENSG00000200278	NA
ENSG00000110076	9379
ENSG00000255045	NA
ENSG00000250106	NA
ENSG00000236524	NA
ENSG00000252569	NA
ENSG00000259926	NA
ENSG00000250073	101930471
ENSG00000250073	101929340
ENSG00000129625	7905
ENSG00000225175	NA
ENSG00000254509	NA
ENSG00000227718	NA
ENSG00000143420	2029
ENSG00000226724	NA
ENSG00000245498	100507283
ENSG00000251542	101927059
ENSG00000157450	54778
ENSG00000115317	27429
ENSG00000254941	NA
ENSG00000173898	6712
ENSG00000251132	NA
ENSG00000197099	NA
ENSG00000215942	NA
ENSG00000242715	728591
ENSG00000254568	NA
ENSG00000251196	NA
ENSG00000203306	NA
ENSG00000250242	NA
ENSG00000149930	9344
ENSG00000066926	2235
ENSG00000187686	NA
ENSG00000114125	9616
ENSG00000272016	NA
ENSG00000183644	399949
ENSG00000258796	NA
ENSG00000078674	5108
ENSG00000085511	4216
ENSG00000250472	NA
ENSG00000255475	NA
ENSG00000235150	NA
ENSG00000244405	2119
ENSG00000125510	4987
ENSG00000254880	NA
ENSG00000258490	NA
ENSG00000249791	NA
ENSG00000228454	100293534
ENSG00000228454	721
ENSG00000259290	NA
ENSG00000234256	NA
ENSG00000251859	NA
ENSG00000258988	NA
ENSG00000248175	NA
ENSG00000163914	6010
ENSG00000199755	NA
ENSG00000224946	NA
ENSG00000198298	220992
ENSG00000228505	NA
ENSG00000238090	NA
ENSG00000227481	NA
ENSG00000154035	256302
ENSG00000271797	NA
ENSG00000182965	NA
ENSG00000044446	5256
ENSG00000236494	NA
ENSG00000198677	9652
ENSG00000223646	101928012
ENSG00000114383	11334
ENSG00000233219	NA
ENSG00000251548	NA
ENSG00000243304	NA
ENSG00000177076	340485
ENSG00000105402	8775
ENSG00000250197	NA
ENSG00000225358	NA
ENSG00000162896	5284
ENSG00000249026	NA
ENSG00000222776	NA
ENSG00000158553	94026
ENSG00000174444	595099
ENSG00000174444	595100
ENSG00000174444	595098
ENSG00000174444	595097
ENSG00000174444	6124
ENSG00000256474	NA
ENSG00000109534	54433
ENSG00000272324	NA
ENSG00000265993	100847064
ENSG00000256379	NA
ENSG00000259502	NA
ENSG00000200703	NA
ENSG00000248722	NA
ENSG00000146070	7941
ENSG00000221059	NA
ENSG00000258482	NA
ENSG00000249944	NA
ENSG00000241535	NA
ENSG00000258557	NA
ENSG00000259648	NA
ENSG00000249433	NA
ENSG00000242159	NA
ENSG00000176635	150280
ENSG00000188822	1269
ENSG00000258705	NA
ENSG00000264333	NA
ENSG00000235127	NA
ENSG00000257411	NA
ENSG00000269794	NA
ENSG00000201741	NA
ENSG00000229087	NA
ENSG00000166922	6447
ENSG00000225073	692199
ENSG00000225073	7919
ENSG00000265511	NA
ENSG00000250444	NA
ENSG00000250576	NA
ENSG00000206730	NA
ENSG00000124613	346157
ENSG00000264666	NA
ENSG00000268230	NA
ENSG00000171695	198437
ENSG00000201529	NA
ENSG00000223979	NA
ENSG00000258626	NA
ENSG00000234022	NA
ENSG00000178804	132243
ENSG00000249249	101927100
ENSG00000163517	79885
ENSG00000141736	2064
ENSG00000237328	NA
ENSG00000189266	55629
ENSG00000241779	79897
ENSG00000207312	NA
ENSG00000226746	140771
ENSG00000264167	NA
ENSG00000212305	NA
ENSG00000263647	NA
ENSG00000166930	64232
ENSG00000242038	80864
ENSG00000207839	693120
ENSG00000224194	NA
ENSG00000125522	2832
ENSG00000197815	100507131
ENSG00000173905	27333
ENSG00000265982	NA
ENSG00000198380	2673
ENSG00000148826	84504
ENSG00000151576	79691
ENSG00000249021	NA
ENSG00000268895	503538
ENSG00000230273	NA
ENSG00000248783	NA
ENSG00000155886	25769
ENSG00000152939	153562
ENSG00000154237	79705
ENSG00000201378	NA
ENSG00000167114	10999
ENSG00000232344	NA
ENSG00000248709	NA
ENSG00000141161	146862
ENSG00000237326	NA
ENSG00000251118	NA
ENSG00000238634	NA
ENSG00000214176	102464831
ENSG00000214176	100423004
ENSG00000214176	100422961
ENSG00000214176	440456
ENSG00000258835	NA
ENSG00000222598	NA
ENSG00000238691	NA
ENSG00000248131	NA
ENSG00000266677	101930243
ENSG00000266677	101929865
ENSG00000174093	101929950
ENSG00000174093	101060212
ENSG00000174093	100510707
ENSG00000068028	11186
ENSG00000096654	7738
ENSG00000248295	NA
ENSG00000268275	NA
ENSG00000268049	NA
ENSG00000269054	NA
ENSG00000165832	142940
ENSG00000202160	NA
ENSG00000105409	101927137
ENSG00000105409	478
ENSG00000252211	NA
ENSG00000266640	100616168
ENSG00000128342	3976
ENSG00000180245	10692
ENSG00000268307	NA
ENSG00000221778	NA
ENSG00000220996	NA
ENSG00000232098	100506634
ENSG00000214657	NA
ENSG00000196132	4661
ENSG00000185641	NA
ENSG00000238371	NA
ENSG00000171928	51030
ENSG00000039600	11063
ENSG00000130508	7837
ENSG00000264921	NA
ENSG00000268543	NA
ENSG00000096088	5225
ENSG00000268912	NA
ENSG00000262655	10418
ENSG00000034152	100996792
ENSG00000034152	5606
ENSG00000269473	NA
ENSG00000223850	NA
ENSG00000269106	NA
ENSG00000163083	3625
ENSG00000252334	NA
ENSG00000156738	931
ENSG00000204381	143903
ENSG00000265272	NA
ENSG00000251112	NA
ENSG00000162897	83953
ENSG00000264910	NA
ENSG00000226763	100170229
ENSG00000272265	NA
ENSG00000267858	100131691
ENSG00000099985	5008
ENSG00000263804	NA
ENSG00000271918	NA
ENSG00000103067	102466194
ENSG00000103067	80004
ENSG00000252242	NA
ENSG00000144028	101929240
ENSG00000144028	23020
ENSG00000272400	NA
ENSG00000264840	NA
ENSG00000138182	9585
ENSG00000260647	NA
ENSG00000249053	NA
ENSG00000272134	NA
ENSG00000205838	153657
ENSG00000225543	29113
ENSG00000185130	8340
ENSG00000272220	NA
ENSG00000228000	NA
ENSG00000233718	10408
ENSG00000265218	NA
ENSG00000237382	NA
ENSG00000212457	NA
ENSG00000268194	NA
ENSG00000232916	NA
ENSG00000213753	65996
ENSG00000109101	8456
ENSG00000267350	NA
ENSG00000250015	NA
ENSG00000131116	126299
ENSG00000262489	22800
ENSG00000226976	NA
ENSG00000264177	101928729
ENSG00000185710	NA
ENSG00000233439	170679
ENSG00000267441	NA
ENSG00000256121	NA
ENSG00000204471	NA
ENSG00000266644	NA
ENSG00000262307	NA
ENSG00000262344	NA
ENSG00000128805	58504
ENSG00000231187	101927699
ENSG00000137193	5292
ENSG00000206412	2794
ENSG00000248445	101927233
ENSG00000134762	1825
ENSG00000105767	199731
ENSG00000180139	100132116
ENSG00000197822	100506658
ENSG00000268784	NA
ENSG00000269032	NA
ENSG00000223477	643650
ENSG00000171843	4300
ENSG00000261438	NA
ENSG00000272474	767565
ENSG00000239282	652968
ENSG00000248457	NA
ENSG00000269600	NA
ENSG00000258869	NA
ENSG00000109572	1182
ENSG00000252144	NA
ENSG00000269084	NA
ENSG00000238991	NA
ENSG00000213412	NA
ENSG00000200215	767566
ENSG00000265375	100616192
ENSG00000265375	100616128
ENSG00000186891	8784
ENSG00000122641	3624
ENSG00000255866	NA
ENSG00000249048	NA
ENSG00000251918	NA
ENSG00000233292	NA
ENSG00000200632	767567
ENSG00000258905	NA
ENSG00000270369	NA
ENSG00000256268	NA
ENSG00000200367	767568
ENSG00000258812	NA
ENSG00000057657	639
ENSG00000224919	NA
ENSG00000260181	6836
ENSG00000071203	54860
ENSG00000118156	84215
ENSG00000259068	NA
ENSG00000197262	388372
ENSG00000197262	9560
ENSG00000222717	NA
ENSG00000264157	100422928
ENSG00000167580	359
ENSG00000254929	NA
ENSG00000248145	NA
ENSG00000133104	23111
ENSG00000273265	100506036
ENSG00000242608	NA
ENSG00000244253	NA
ENSG00000248462	NA
ENSG00000252845	NA
ENSG00000252877	NA
ENSG00000092531	8773
ENSG00000109103	9094
ENSG00000182557	201305
ENSG00000243581	NA
ENSG00000143919	79823
ENSG00000238760	NA
ENSG00000116176	25823
ENSG00000074047	2736
ENSG00000248134	NA
ENSG00000243744	NA
ENSG00000251079	642826
ENSG00000251079	414216
ENSG00000014138	23649
ENSG00000182795	79098
ENSG00000239320	NA
ENSG00000183423	345193
ENSG00000239528	NA
ENSG00000236212	NA
ENSG00000251423	NA
ENSG00000107518	26033
ENSG00000133246	84106
ENSG00000202431	NA
ENSG00000269519	NA
ENSG00000265985	NA
ENSG00000243541	NA
ENSG00000246223	NA
ENSG00000268153	100129935
ENSG00000167118	81605
ENSG00000177666	57104
ENSG00000263632	NA
ENSG00000248791	NA
ENSG00000144188	NA
ENSG00000215601	NA
ENSG00000204979	503497
ENSG00000230930	1302
ENSG00000257141	NA
ENSG00000197085	404744
ENSG00000224634	NA
ENSG00000226764	NA
ENSG00000268243	NA
ENSG00000257398	NA
ENSG00000111300	80018
ENSG00000271974	NA
ENSG00000250526	NA
ENSG00000109618	51091
ENSG00000079102	862
ENSG00000249167	NA
ENSG00000263620	NA
ENSG00000011422	5329
ENSG00000263538	NA
ENSG00000197253	64499
ENSG00000264057	NA
ENSG00000214280	NA
ENSG00000203880	55251
ENSG00000258119	NA
ENSG00000214562	NA
ENSG00000265130	NA
ENSG00000236289	NA
ENSG00000186827	7293
ENSG00000257718	NA
ENSG00000265081	NA
ENSG00000180667	55432
ENSG00000197575	NA
ENSG00000137776	79811
ENSG00000252801	NA
ENSG00000265930	100616203
ENSG00000257586	NA
ENSG00000261005	NA
ENSG00000266155	NA
ENSG00000166923	26585
ENSG00000220205	6844
ENSG00000266040	101929533
ENSG00000171811	54777
ENSG00000227222	8449
ENSG00000272346	NA
